fname,text,label
52434.txt,"
In article <00969FBA.E640FF10@AESOP.RUTGERS.EDU> mcdonald@AESOP.RUTGERS.EDU writes:
>[...]
>There are a variety of water-proof housings I could use but the real meat
>of the problem is the electronics...hence this posting.  What kind of
>transmission would be reliable underwater, in murky or even night-time
>conditions?  I'm not sure if sound is feasible given the distortion under-
>water...obviously direction would have to be accurate but range could be
>relatively short (I imagine 2 or 3  hundred yards would be more than enough)
>
>Jim McDonald

Refer to patents by JAMES HARRIS ROGERS:
958,829; 1,220,005; 1,322,622; 1,349,103; 1,315,862; 1,349,104;
1,303,729; 1,303,730; 1,316,188

He details methods of underground and underwater wireless communications.
For a review, refer to _Electrical_Experimenter_, March 1919 and June 1919.

Rogers' methods were used extensively during the World War, and was
unclassified after the war. Supposedly, the government rethought this
soon after, and Rogers was convieniently forgotten.

The bottom line is that all antennas that are grounded send HALF of
their signal THRU the ground. The half that travels thru space is
quickly dissapated (by the square of the distance), but that which
travels thru the ground does not disapate at all. Furthermore,
the published data showed that when noise drowned out regular
reception, the underground antennas would recieve virtually noise-free.

IF you find this hard to believe, then refer to the work of the
man who INVENTED wireless: Tesla. Tesla confirmed that Rogers' methods
were correct, while Hertzian wave theory was completely ""abberant"".

----
 ET   ""Tesla was 100 years ahead of his time. Perhaps now his time comes.""
----
",science
176998.txt,"
In article <1993Mar19.215728.24473@blaze.cs.jhu.edu> arromdee@jyusenkyou.cs.jhu.edu (Ken Arromdee) writes:

>Armenians did not genocide Turks.  

See, you are a paid liar.


Source: ""World Alive, A Personal Story"" by Robert Dunn. Crown Publishers, 
Inc., New York (1952). 
(Memoirs of an American officer who witnessed the Armenian genocide of 2.5 
 million Muslim people)

p. 363 (first paragraph). 

 'How many people lived there?'
 'Oh, about eight hundred.' He yawned.
 'Did you see any Turk officers?'
 'No, sir. I was in at dawn. All were Tartar civilians in mufti.'

 ""The lieutenant dozed off, then I, but in the small hours a voice woke me - 
 Dro's. He stood in the starlight bawling out an officer. Anyone keelhauled
 so long and furiously I'd never heard. Then abruptly Dro broke into 
 laughter, quick and simple as child's. Both were a cover for his sense
 of guilt, I thought, or hoped. For somehow, despite my boast of irreligion,
 Christian massacring 'infidels' was more horrible than the reverse would
 have been.""

                    (to be continued...)


Serdar Argic

                           'We closed the roads and mountain passes that 
                            might serve as ways of escape for the Turks 
                            and then proceeded in the work of extermination.'
                                                  (Ohanus Appressian - 1919)
                           'In Soviet Armenia today there no longer exists 
                            a single Turkish soul.' (Sahak Melkonian - 1920)


",politics
52749.txt,"
The subject line says it all. I'm working on a project
that will use a car battery. I need to pull off 3V and possibly
48V at 3A.

I have several ideas, but I'd prefer to benefit from all you
brilliant people :-)
-- 
=================
""Conquest is easy, control is not""	| Tom Glinos @ U of Toronto Statistics
[Star Trek TOS]   			| tg@utstat.toronto.edu
USL forgot this simple history lesson
",entertainment
54462.txt,"
|> In article <1993Apr5.220457.6800@spdc.ti.com> dwhite@epcot.spdc.ti.com (Dan White) writes:
|> 
|> >However, haven't we already lost our right to bear arms?
|> 
|> >	It seems that in most states, like Texas, a citizen may own a
|> >gun and carry while at his home or business.  But a citizen is severely
|> >restricted from bearing outside these areas.  Here in Texas you cannot
|> >carry in your car except when ""traveling"" which is usually defined as
|> >""traveling across a county line.""  How did this come about?  Are there
|> >any court rulings on the legality of restricting the carrying of a
|> >weapon outside the home?  
|> 

In Texas, it is legal to carry handguns while ""traveling"", and also to and from
sporting activities.           ^^^^^^^^

Chapter 46 of the Texas State Penal Code does NOT restrict long guns.
Therefore, it is legal to carry and transport long guns any place in Texas.

Regards,
Clay

",politics
54691.txt,"
In article <C5ME6D.Iy0@cs.uiuc.edu> kratz@cs.uiuc.edu (Jason Kratz) writes:
>In <1993Apr16.202441.16032@CSD-NewsHost.Stanford.EDU> andy@SAIL.Stanford.EDU (Andy Freeman) writes:
>>In article <93104.175256U28037@uicvm.uic.edu> Jason Kratz <U28037@uicvm.uic.edu> writes:
>>>people are getting killed by gang violence every day?  Every single day I hear
>>>about more people getting killed by gang violence and see some of the weapo{s
>>>that are being confiscated.
>
>>Is Kratz claiming that he can reliably visually distinguish an M-16
>>from an AR-15?  That he can see the difference between a semi-auto and
>>a full-auto UZI?  That he can see the difference between the various
>>versions (some full-auto, some semi-auto only) of the M-11/9?
>
>Well, let me see.  UZI, no.  M-11/9, no.

I see that I misphrased my question.  I should have asked WHICH
full-autos Kratz can accurately distinguish from semi-auto
look-alikes.  I should have also included some semi-auto only guns in
my list to see if he'd ask how to distinguish them from their
non-existent full-auto ""relatives"".

Let's do the former now.  Kratz has claimed that he can visually
distinguish full-autos from semi-autos.  For which full-autos is he
making that claim?  How does he do it?  Let's get specific, and as
exhaustive as possible.

>M-16/AR-15, maybe.  I remember there
>being a selector swtich on the AR-15.  If I remember correctly (please correct
>me if I'm wrong) the switch would set to an ""off"" position or an ""on"" position
>because the gun (AR-15) is semi-automatic.  Wouldn't the M-16 have a position
>for semi-auto fire and full-auto fire (or maybe 3 round bursts)?

Maybe?  Why is Kratz asking about what he told us that he knows?

Is Kratz certain that he can distinguish a three position switch from
a two position switch via TV inspection?  (Does he even get to see the
switch in the typical police display of guns?)  Note that one might
well be able to see this sort of thing in a hands on visual inspection
even though it won't be seen on TV.  And to think that Kratz was
telling us that seeing it on TV was just as accurate as being
there....

>How about the other guns?  Do they also have selector switch to switch between
>semi-auto and fully-auto fire?

Why all the questions?  Kratz assured us that he could make this distinction
and now he's asking us how he did it....

>Well, what about what I said above?  If that is correct I guess TV would be
>acceptable (if you had a good enough picture and a picture of the lower 
>receiver of the AR-15/M-16).

What about it?  It only demonstrates that, as I predicted, Kratz
was blowing smoke on this.

>>-andy gave Kratz a chance to back down on this in private
>>--
>Jason Kratz <- didn't take andy's offer to back down in private

-andy wonders what Kratz is learning from this
--
",politics
178999.txt,"
In article <22APR93.23368145.0079@VM1.MCGILL.CA> B8HA <B8HA@MUSICB.MCGILL.CA> writes:
>   For your information, Islam permits freedom of religion - there is
>no compulsion in religion.  

I wonder if the seven Islamic fundamentalist who have just been sentenced
to death in Egypt would agree with this assessment of Islam.  Certainly they
don't feel like Jews have the right to practice Judaism in Israel.  Let's not
forget that during the Jordanian occupation (1948-1967) of the West Bank and Jerusalem,
Jews were not allowed into Jerusalem even to pray at the Western Wall (the most
holy site to Jews).


>Does Judaism permit freedom of religion
>(i.e. are non-Jews recognized in Judaism).  Just wondering.

What are you talking about?  

-Adam
adams@robotics.berkeley.edu
",politics
77325.txt,"
In article <EGGERTJ.93May12094412@moses.ll.mit.edu> eggertj@ll.mit.edu writes:

>The cases aren't really comparable.  A project like a freeway requires
>public hearings, court action, appeals, advance determination of
>restitution, and so on.  The razing of the Moghrabi district in East
>Jerusalem happened within hours of the end of the hostilities of the 6
>Day War.  The residents were given only two or three hours' notice to
>pack up and find accomodations elsewhere.  They had no chance of
>public hearing, debate, appeal, negotiation or anything.  It was get
>out or die in the rubble.

In today's Jerusalem Post Magazine there is a feature story about the
ongoing restoration of synagogues in the Jewish Quarter.  The author,
Leah Abramowitz, writes that there were FIFTY-SEVEN synagogues in the
quarter in 1948, ALL of which were destroyed, some, she says, used as
donkey stables.  The building shells, that is.

I still find it really, really hard to understand why the demolition
of the buildings in front of the Kotel continues to evoke more outrage
than this.  Everything is so much cheaper when it happens to the Jews.

Why?

-- 
Bill Coleman
clmn@midway.uchicago.edu
",politics
54074.txt,"Message-ID: <1r8l4p$63h@sunb.ocs.mq.edu.au>
References: <1993Apr21.081317.599@das.harvard.edu> <1r7e14$l2c@sunb.ocs.mq.edu.au> <1r847f$kp7@uniwa.uwa.edu.au>
NNTP-Posting-Host: laurel.ocs.mq.edu.au

In article <1r847f$kp7@uniwa.uwa.edu.au> john@gu.uwa.edu.au (John West) writes:
>ifarqhar@laurel.ocs.mq.edu.au (Ian Farquhar) writes:
>>Wrong, it has a 6507.

>For those who would like to know, the 6507 was a 6502 without IRQ or NMI,
>and with only 13 address lines (giving 8K memory space).

Yes, but still not a 6502 for those differences.  Same instruction set,
of course.

>>It had one custom chip (not an ASIC in the sense that word is now understood):
>>the TIA (sometimes known as the 6526, although most other manufacturers list
>>that as the CIA complex interface adapter.)  TIA stands for Television
>>Interface Adapter, and it handles sound, paddles and the minimal video hardware
>>the 2600 possessed.

>Didn't know about it being called the 6526 - thats the CIA found in the
>Commodore 64 (I don't believe this chip existed when the 2600 was around).

Yes, the same number, but an entirely different device.  I should have
qualified this further by stating that this was the PAL version of the TIA -
I am not 100% sure that the NTSC TIA would have a different number.

>The TIA was mapped into the bottom 128 bytes of page 0, and shadowed in the
>bottom 128 bytes of page 1. To get an image on the screen, you had to wait
>until the raster line your picture started at, load bitmaps for this line
>into the 'sprite' registers, tell them what x positions to take, how many
>duplicates you wanted, etc, then do it all again for the next line. This
>took all of the processor's time during the visible portion of the
>display.

Does anyone on the net actually have details of the TIA, as this is the only
device I have not yet discovered details about?  Atari Australia, when asked,
claimed that their attempts to get the programmers documentation for the 2600
had failed, as the US head office had refused to provide it.

>to chip selects. The 6507 likes to have ROM right at the top of memory, so
>the 2600 had to use ROMs with active high chip selects - not exactly
>normal, so some cartriges had a 7404 in them to convert this to the more
>usual active low chip select.

I saw a couple of cheaper devices with PN2222's and a couple of resistors
hooked up as a cheap inverter.  Nasty, but workable, and cheaper than a
7404 inverter if labor costs almost nothing.

							Ian.
",science
59569.txt,"

In article <19930430140738SFB2763@MVS.draper.com> SFB2763@MVS.draper.com  
(Eileen Bauer) writes:
> Thyroxin controls energy production which explains sleepiness, coldness,
> and weight gain. There is also water retention (possibly around heart),
> changes in vision, and coarser hair and skin among other things.

Is there any relation between thyroid deficiency and depression?
",science
15643.txt,"
bena@dec05.cs.monash.edu.au (Ben Aveling) writes:
> Don't forget, you are in the country that wouldn't let the Russians
> buy Apple II's because of security concerns.

That's nothing.  They wouldn't let the British buy Inmos Transputer systems
because of security concerns.  And we designed the damn things!


mathew
",science
15911.txt,"
: There are chips which perform the voice compression/expansion.  They can't
: be expensive, because they exist in many phones connected to PBXs or on the
: PBX line cards, as well as in a lot of equipment which compresses
: voice-grade circuits to save the cost of long-distance, leased T1s or
: satellite circuits.

: I can't remember the generic term for these chips.  My impression is that
: this was a big deal 10 years ago, but circuits have gotten so cheap that
: it isn't done much now.

Codecs.  They have to get about 6:1 compression on 8 bit samples to squeeze
them down v32bis.  I played around with the lossless 'shorten' program
last night, but it only managed 2.5:1.  I've got some specimen CELP code
but it's not obvious that it runs in real time; I think it's just proof-of-
concept code, and I have some mucking about with file formats to do before
I can put my own sample through it.

Looks like the current option is to use a voice-mail modem with built-in
DSP chip to do this in hardware.  That means two modems for a system,
putting the cost at $600 upwards.  Ouch.  Maybe soon we'll be able to
do it in software on high-powered games consoles - isn't the 3DO an
Acorn RISC machine inside?  That cpu runs like shit off a shovel... and
will be nicely mass-market too.

G
",science
15194.txt,"
Yes -- my error -- you will need the DIFF between the
standard console.h and console.c supplied with
Symantec's THINK C 5.0.4 and the specially modified
one that works with MacPGP 2.2.

I added the two DIFFs to the end of the signature
file ""MacPGP2.2srcSIGNATURE"" in pub/grady of netcom.com

Please download via anonymous FTP and, using SED (oops),
cutting and pasting, fix-em-up.        

Will one of you Mac-geniuses PLEASE port this to MacApp
or AppMaker, or...?

Grady

-- 
grady@netcom.com  2EF221 / 15 E2 AD D3 D1 C6 F3 FC  58 AC F7 3D 4F 01 1E 2F

",science
178717.txt,"News-Software: VAX/VMS VNEWS 1.41
Nntp-Posting-Host: ubvmsd.cc.buffalo.edu

In article <20APR199312325032@rigel.tamu.edu>, mst4298@rigel.tamu.edu (Mitchell S Todd) writes...
>In article <1993Apr20.151753.13020@udel.edu>, carroll@hercules.cis.udel.edu (Mark C. Carroll) writes...
> 
>>Wait a second, you're ignoring major facts here.
> 
>>There was NO attempt to simply serve a warrant. The BATF had a
>>no-knock warrant. The initial firefight began when the BATF threw
>>concussion grenades at the building. (BATF admits this!)
> 
>	When did the BATF say this? Everything I've seen from the BATF,
>	from the official version to the dissident statements of BATF
>	officers who conducted the raid claims that the Davidians were
>	shooting at the agents long before they were within grenade 
>	range. 

	What I saw on TV and what you claim are two different things. The
Davidians did not start shooting until after the BATF lobbed a couple
genades in the windows and started shooting themselves.

>	Also, if the warrant is sealed, how do we know it was a 'no-knock'?  

	EASY! If you see federal agents in body armor with sub machine guns
going in throught windows, that is a No-Knock warrant. Also since the 
videotape shows the BATF throwing grenades before the BD's etunred fire, 
you can safely assume that they didn't ring the doorbell.


P.Vasilion,

p.s. get rid of that bandwidth clogging .sig!
",politics
16072.txt,"
In article <1993Apr23.072224.13478@mixcom.mixcom.com> you write:
#
# Which Article of the Constitution gives me the right of revolution if things
# seem to be going cockeyed??
#
# Hmmm...
# --
# Peter G. White, President, Synthesis 93 Inc.
# Milwaukee, Wisconsin, U.S.A.
# Peter.White@mixcom.com

This is rather simple, actually ...

Having just been through a revolution, our founding fathers  well
understood  the  relationship between We the People and a govern-
ment of, by and for the people. They  also  understood  that  any
government  of  the People can sometimes grow to become a govern-
ment not ""by"" the People or not ""for"" the  People.  This  is  how
they chose to handle all of the possibilities:

   2nd Amendment
   A well-regulated militia being necessary to the security of a
   free state, the right of the people to keep and bear arms shall
   not be infringed.

This is the ONLY part of the  Constitution  which  gives  us  the
right  of  revolution  if  things  seem to be going cockeyed. All
that's really necessary is an organized march on Washington, just
have everyone bring their arms. Obviously the 2nd is an important
right, a right which many Americans do not fully appreciate.

Hope this helps,

Ray.
-- 
Ray.Lampman@FullFeed.Com ,^-_  FullFeed provides public access to
FullFeed Communications  L   `; Usenet news and E-mail, plus UUCP
Madison, WI 53704, USA   \ . J    connections to the Madison area
voice +1 608 246 4239     L__]   data +1 608 246 2701 login guest
",entertainment
53926.txt,"
I need to find a UART that will interface to an 8051 and do the following:
	-250k baud, 8 data bits, 2 stop bits, no parity
	-ability to do BREAK detect (IRQ or output pin)
	-IRQ on character received

I'm using a Dallas DS2250 at 16 Mhz (8051 clone), but it won't do 
break detect.  I've looked at the 6850, 8251, 7201, 2661, etc...

	Any help would be appriciated!!!
",science
178325.txt,"Sender: daemon@ai.mit.edu
Message-ID: <1qjnr9INN7d@life.ai.mit.edu>
NNTP-Posting-Host: life.ai.mit.edu



                          THE WHITE HOUSE
  
                    Office of the Press Secretary
  
  _______________________________________________________________
  
  For Immediate Release	   	     	           April 14, 1993
  
  
                 TEXT OF A LETTER FROM THE PRESIDENT
                        TO THE SPEAKER OF THE
                    HOUSE OF REPRESENTATIVES AND
               THE PRESIDENT PRO TEMPORE OF THE SENATE
  
  
                           April 13, 1993
  
  
  Dear Mr. Speaker:      (Dear Mr. President:)
  
  As part of my continuing effort to keep the Congress fully 
  informed, I am providing this report, consistent with section 4 
  of the War Powers Resolution, to advise you of actions that I 
  have ordered in support of the United Nations efforts in 
  Bosnia-Herzegovina.
  
  Beginning with U.N. Security Council Resolution 713 of 
  September 25, 1991, the United Nations has been actively 
  addressing the crisis in the former Yugoslavia.  The Security 
  Council acted in Resolution 781 to establish a ban on all 
  unauthorized military flights over Bosnia-Herzegovina.  There 
  have, however, been blatant violations of the ban, and villages 
  in Bosnia have been bombed.
  
  In response to these violations, the Security Council decided, 
  in Resolution 816 of March 31, 1993, to extend the ban to all 
  unauthorized flights over Bosnia-Herzegovina and to authorize 
  Member States, acting nationally or through regional organi-
  zations, to take all necessary measures to ensure compliance.  
  NATO's North Atlantic Council (NAC) agreed to provide NATO air 
  enforcement for the no-fly zone.  The U.N. Secretary General 
  was notified of NATO's decision to proceed with Operation DENY 
  FLIGHT, and an activation order was delivered to participating 
  allies.
  
  The United States actively supported these decisions.  At my 
  direction, the Joint Chiefs of Staff sent an execute order to 
  all U.S. forces participating in the NATO force, for the conduct 
  of phased air operations to prevent flights not authorized by 
  the United Nations over Bosnia-Herzegovina.  The U.S. forces 
  initially assigned to this operation consist of 13 F-15 and 
  12 F-18A fighter aircraft and supporting tanker aircraft.  
  These aircraft commenced enforcement operations at 8:00 a.m. 
  e.d.t. on April 12, 1993.  The fighter aircraft are equipped for 
  combat to accomplish their mission and for self-defense.
  
  NATO has positioned forces and has established combat air 
  patrol (CAP) stations within the control of Airborne Early 
  Warning (AEW) aircraft.  The U.S. CAP aircraft will normally 
  operate from bases in Italy and from an aircraft carrier in the 
  Adriatic Sea.  Unauthorized aircraft entering or approaching 
  the no-fly zone will be identified, interrogated, intercepted, 
  escorted/monitored, and turned away (in that order).  If these 
  steps do not result in compliance with the no-fly zone, such 
  aircraft may be engaged on the basis of proper authorization by 
  NATO military authorities and in accordance with the approved 
  
                                more
  
       	    	      	   	     	       	    (OVER)

                                  2
  
  rules of engagement, although we do not expect such action will 
  be necessary.  The Commander of UNPROFOR (the United Nations 
  Protection Force currently operating in Bosnia-Herzegovina) was 
  consulted to ensure that his concerns for his force were fully 
  considered before the rules of engagement were approved.
  
  It is not possible to predict at this time how long such 
  operations will be necessary.  I have directed U.S. armed forces 
  to participate in these operations pursuant to my constitutional 
  authority as Commander in Chief.  I am grateful for the con-
  tinuing support that the Congress has given to this effort, and 
  I look forward to continued cooperation as we move forward 
  toward attainment of our goals in this region.
  
       	    	      	   	Sincerely,
  
  
  
  
       	    	      	   	WILLIAM J. CLINTON
  
  
  
  
                               #  #  #
  

",politics
178522.txt,"
In article <1993Apr12.183349.23115@kadsma.kodak.com>, pajerek@telstar.kodak.com (Don Pajerek) writes:

[...]

> What I see is that the media is reasonably fair, but is seen as
> 'liberal' by conservatives, and 'conservative' by liberals.

Not that I think anyone cares, but this pattern (using other examples
of course) was discussed 2,000 years ago by Aristotle in
_Nicomachean_Ethics_.   Note that you can't use this insight to reason
backwards; e.g.:  Since the conservatives see the media as liberal and
the liberals see the media as conservative, the media are fair!  (though
I've seen this ""reasoning"" implied)  

> Don Pajerek
> 
> Standard disclaimers apply.

Ken
-- 
miner@kuhub.cc.ukans.edu | Nobody can explain everything to everybody.
opinions are my own      | G. K. Chesterton
",politics
59076.txt,"
JB>  romdas@uclink.berkeley.edu (Ella I Baff) writes:
JB>  
JB>    Ron Roth recommends: ""Once you have your hypoglycemia CONFIRMED through the
JB>                          proper channels, you might consider the following:...""
JB>                          [diet omitted]
JB>  
JB>  1) Ron...what do YOU consider to be ""proper channels""...this sounds suspiciously

  I'm glad it caught your eye. That's the purpose of this forum to
 educate those, eager to learn, about the facts of life. That phrase
 is used to bridle the frenzy of all the would-be respondents, who
 otherwise would feel being left out as the proper authorities to be
 consulted on that topic. In short, it means absolutely nothing.

JB>  like a blood chemistry...glucose tolerance and the like...suddenly chemistry
JB>  exists? You know perfectly well that this person can be saved needless trouble
JB>  and expense with simple muscle testing and hair analysis to diagnose...no
JB>  ""CONFIRM"" any aberrant physiology...but then again...maybe that's what you mean""

 Muscle testing and hair analysis, eh?  So what other fascinating 
 space-age medical techniques do you use?  Do you sit under a pyramid
 over night as well to shrink your brain back to normal after a mind-
 expanding day at your 'Save the Earth' clinic?

JB>  2) Were you able to understand Dick King's post that ""90% of diseases is not thy
JB>  evaluate the statistic you cited from the New England Journal of Medicine. Coul?

 Once I figure out what *you* are trying to say, I'll still have 
 to wrestle with the possibility of you conceivably not being able
 to understand my answer to your question?!

JB>  3) Ron...have you ever thought about why you never post in misc.health.alterna-
JB>  tive...and insist instead upon insinuating your untrained, non-medical, often
JB>  delusional notions of health and disease into this forum? I suspect from your
JB>  apparent anger toward MDs and heteropathic medicine that there may be an
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ 
 You little psychoanalytical rascal you!  Got me all figured out, ja? 
 
JB>  underlying 'father problem'...of course I can CONFIRM this by surrogate muscle
JB>  testing one of my patients while they ponder my theory to see if one of their
JB>  previously weak 'indicator' muscles strengthens...or do you have reservations
JB>  about my unique methods of diagnosis? [......]
JB>  
JB>  John Badanes, DC, CA
JB>  romdas@uclink.berkeley.edu

 Oh man, when are you going to start teaching all this stuff?  I'll
 bet everyone on this net must be absolutely dying to learn more about 
 going beyond spinal adjustments and head straight for the mind for
 some Freudian subluxation.

  --Ron--
---
   RoseReader 2.00  P003228: In the next world, you're on your own.
   RoseMail 2.10 : Usenet: Rose Media - Hamilton (416) 575-5363
",science
76530.txt,"
In article <christopherU3AK245pe@clarinet.com> clarinews@clarinet.com (SID BALMAN Jr.) writes:
 	WASHINGTON (UPI) -- Secretary of State Warren Christopher said Tuesday
 there are better ideas to stop the human slaughter in the Balkans than
 ordering American fighters to bomb the Serbs, but a frustrated senator
 told him to do just that.
 	``We've not done a damn thing,'' Sen. Joseph Biden, D-Del., told
 Christopher at a hearing of the Senate Foreign Relations Committee. 
 ``Preventive diplomacy is not in your capability right now in Bosnia-
 Herzegovina.
 	Biden chastised the administration and its Republican predecessor for
 what he characterized as a limp response to the Serbian policy of 
 ``ethnic cleansing'' of Muslims, including rape and shelling of
 civilians.
 	``The time has come for us and the world to stop bemoaning the fact
 that all the options are bad ones,'' Biden said. ``They are all bad ones
 and we ought to pick a couple.''
 	Biden also endorsed lifting an international arms embargo against the
 former Yugoslavia so the Muslim-dominated Bosnian government might have
 a chance to at least defend itself against the Serbs.
 	Christopher said this could give an opening role in the conflict to
                     ****************************************************
 the radical Islamic government of Iran.
***************************************
O, I C!
   Biden endorsed bombing Serbian heavy weapons around the besieged
  eastern town of Srebrenica.
  	``There's not a military person...who will not tell you that they
  could today, if you gave them the order, take out the heavy weaponry
  around Srebrenica,'' Biden said.
  	``If you did nothing else, nothing else but that, you would have
  saved hundreds of women and children who are being absolutely massacred
  right now.''
  	Military action ``is the only thing that's going to change the
  equation,'' Biden said.
....................................
  	Despite the frustrations and pressure, Christopher had no enthusiasm
  for American combat aircraft to strike Serb positions in Bosnia-
  Herzegovina.
....................
>	``Clearly we are at a turning point in the Bosnia situation,''
>Christopher said. ``Air strikes are among those steps that are so
>complex because they tend to interfere with the humanitarian endeavours.
>I think there may be better options.''

Humanitarian as in feeding them and let them get raped and killed.

>political conflict. Clinton vowed during the presidential campaign to
	             *******(then)
>lift the arms embargo and to strike at Serbian heavy weapons with U.S.
>combat aircraft.
>	Christopher said airstrikes would likely ``increase the level of
	*******************(Now)
>fighting and cause our allies to draw back'' or even ``pull out the
>humanitarian effort.''
>	Great Britain and France have balked at foreign military intervention
>in Bosnia-Herzegovina for fear that their peacekeeping troops on the
>ground may suffer Serbian retribution.

Why don't they get the hell out of there, they ared doing nothing to
protect the victims anyway.. Maybe becasue they have a different agenda.

>	Sen. Nancy Kassebaum, R-Kan., seemed to agree with Christopher's
         *************************
>assessment and stressed the need not to build up Bosnian expectations
>for heavy U.S. military intervention.
>	``It's very important that expectations aren't raised high on the
>part of the beleagured Bosnians,'' she said.
>	Air strikes might have made a difference eight months ago, she said,
>but the strategic significance of that step now is questionable. Like
>Christopher, Kassebaum said it might jeopardize the humanitarian relief
>effort.

Now that they made sure the Bosnian (who were the only real subject of the
embargo last year, as everybody knows that the Serbs had an unlimited supply
of arms) wre massacred without having a chance to defend themselves, Now this
evil coldhearted snake is saying ""it is too late to save them, so let them die.

",politics
53128.txt,"
In article <12426@sun13.scri.fsu.edu> jac@ds8.scri.fsu.edu (Jim Carr) writes:
>[...]
>I agree.  I come at this from nuclear physics, where one often discusses 
>particle-hole excitations and certain reactions have the effect of 
>applying an annihilation operator and creating a hole, and it is a 
>subtle question.  The longer one works with them, the more real they 
>become.  There are also quasi-particles, which raise the same sort 
>of question about how ""real"" the entity is.  The phenomenon is most 
>certainly a real one. 

OK, I've asked this before, and with a new thread on these lines, I
ask this again:

1: If a large hole current is run thru a resistor, will there be
   I^2 * R cooling instead of heating?

2: Can anyone design an amplifier that preferentially amplifies
   hole currents over normal electron currents?

3: what semiconductor materials have the highest ratio of
   hole mobility to electron mobility? (please quote actual
   test samples rather than estimates based on theory. Also,
   don't be limited to semiconductors: consider also insulators,
   resistors, dielectrics, piezo-electrics, conductors,
   magnets (metal, ceramic), magnetostrictives, etc).

NOTES:

   to summarize, this thread has so far stated that the only area
   where holes are not detectable is the vacuum. That is, hole
   particles only exist in the presence of matter.
   Previous threads have stated that holes only exist in certain
   semi-conductors. The question that naturally arises is if
   the hole currents inside a semi-conductor vanish at the point
   where the semiconductor is joined to a conductor (say, copper).
   I don't want a theoretical discussion here about whether
   holes could exist inside metal conductors, rather I ask for
   an experimental discussion on how to amplify and detect such
   currents *if* they exist.
   Also note that I have cross-posted this to sci.electronics
   since this is now becoming an electronic discussion.

Thanx,
Eric.

----
 ET   ""A Force of Nature""
----
",science
15274.txt,"Sender: news@cujo.curtin.edu.au (News Manager)
Organization: Curtin University of Technology
References: <1993Apr16.051311.10536@umr.edu> <1993Apr16.195927.3952@natasha.portal.com> <1993Apr16.224513.10751@fsl.noaa.gov> <1993Apr17.031520.13902@clarinet.com> <johnson.735023704@trwacs>
Date: Sat, 17 Apr 1993 13:30:19 GMT

In article <johnson.735023704@trwacs>, johnson@trwacs.fp.trw.com (Steve Johnson) writes:
> brad@clarinet.com (Brad Templeton) writes:
>>And of course you have to identify yourself to the phone company, and
>>since the phone company complies with court orders, they will know the
>>magic number of your chip when they sign out a warrant on you, and
>>then can present the warrant to the key escrow house.


Lets hope. Years ago a Telecom tech refused to tap a line unless he saw the 
warrant. The managment type who told him to do it fired him. The appeal
against the dismissal was lost.

>   Who makes them forget and destroy all copies of the key once they've
> decided you're not a criminal today?  Just curious.

Good luck.

~Paul

",science
54333.txt,"

I will add my voice to the (hopefully) growing multitudes.

I hereby pledge $1000.00 towards the purchase of CNN, under the same conditions
as already described.  I will also post this idea on the other nets I can 
access (RIME and Libernet).

We may have to organize this ourselves, so I am looking for help.

Frank Ney  N4ZHG  EMT-A  LPVa  NRA ILA GOA CCRTKBA 'M-O-U-S-E'
",politics
16125.txt,"
At the risk of getting lost in the clipper chip discussion I give a  
summary on my recent question:

In article <PQSCBCNH@minnie.zdv.uni-mainz.de> I wrote:
> The recent discussion in this news group suggests that a key search
> attack  
> against DES is quite feasible now. But normally DES is applied in CBC or 
> CFB  
> mode where one chooses a random init vector of 8 bytes. Questions:
> 
>  - Makes it sense to handle the init vector as an additional key? Then
> we have  
> a 56 + 64 = 120 bit key.
>  
>  - If yes: Is anything known about the security of this key scheme? Can 
> we  
> break it faster than by exhaustive search through the 120 bit key space?

Unfortunately the answer is no - concealing the initialisation vector  
essentially doesn't give any additional security. I got 3 answers (from  
grady@netcom.com, Mark.Lomas@cl.cam.ac.uk, smb@research.att.com) that  
opened my eyes. It's pretty simple:

Say E is encryption (and D decryption) with key K on 64-bit blocks.

Let c[0] be the initialisation vector,
m[1], m[2], ... the message blocks,
c[1], c[2], ... the cipher text blocks.

Then encryption in cipher block chaining (CBC) mode works by the formula

   c[i] = E(m[i] XOR c[i-1]),

and decryption by

   m[i] = c[i-1] XOR D(c[i]).

So if the attacker doesn't have c[0] this only affects the first message  
block m[1]. But she can do her key search attack on m[2], m[3], ...

The situation in cipher feedback (CFB) mode is a bit more complicated but  
similar and left as an exercise for the reader :-)

Finally there is the modified output feedback mode (OFB) where DES (or  
whatever block cipher you use) simply acts as random generator by

   s[i] = E(s[i-1]) with initialisation vector (= seed) s[0],

and encryption is given by

   c[i] = m[i] XOR s[i].

Here the usual `known plaintext' attack against XOR-bitstream ciphers  
reduces the cracking to key search for K.

--
Klaus Pommerening
Institut fuer Medizinische Statistik und Dokumentation
der Johannes-Gutenberg-Universitaet
Obere Zahlbacher Strasse 69, W-6500 Mainz, Germany
",crime
